stop_id,stop_name,stop_lat,stop_lon,stop_desc
SAINA1,Sai Nagar (Bala Nagar),17.47297,78.42835,
SAKET1,Saket,17.49309,78.57659,
SAKSH1,Sakshi Tower,17.41345,78.45056,
SALAR1,Salarjung Colony,17.3932,78.42608,
SALAR2,Salarjung Colony,17.39307,78.42626,
SANGE1,Sangeeth Nagar,17.48127,78.41616,
SANGE2,Sangeeth Nagar,17.48177,78.41598,
SANGE3,Sangeeth Nagar,17.48141,78.41643,
SANGE4,Sangeeth Nagar,17.48156,78.41606,
SANJE1,Sanjeeva Reddy Nagar,17.44018,78.44271,
SANTA1,Santa Sriram Estate,17.51337,78.47956,
SANTA2,Santa Sriram Estate,17.5135,78.47978,
SAROJ1,Sarojini Bus Stop,17.39853,78.4434,
SAROJ2,Sarojini Devi Eye Hospital,17.39839,78.44392,
SDROA1,SD Road,17.44189,78.4882,
SECUN1,Secunderabad Railway Station,17.4345,78.50132,"Station Road, Regimental Bazaar, Shivaji Nagar, Secunderabad"
SECUN2,Secunderabad/Chilkalguda Circle,17.43336,78.50663,
SECUN3,Secunderabad,17.43474,78.50114,secunderabad towards begumpet
SECUN4,Secunderabad Bus Station 2,17.43463,78.50146,
SECUN5,Secunderabad Bus Station 2,17.43603,78.50002,
SECUN6,Secunderabad (Medchal),17.43474,78.502,
SECUN7,Secunderabad Bus Station 2,17.43501,78.50492,
SECUN8,Secunderabad-MCH-Office,17.44286,78.49681,
SHAML1,Shamlal North,17.4443,78.46098,
SHANK1,Shankar Mutt,17.38507,78.48558,
SHANK2,Shankar Mutt,17.38486,78.48573,
SHANK3,Shankar Mutt,17.40065,78.50819,
SHANK4,Shankarmutt,17.40083,78.50807,
SHAPU1,Shapur Nagar,17.51331,78.44756,
SHAPU2,Shapur Nagar1,17.51597,78.44697,
SHAPU3,Shapur Nagar Bus Stand,17.51823,78.44642,
SHEES1,Sheeshmahal,17.43461,78.44889,
SHOPP1,Shoppers Stop South,17.44514,78.46535,
SHYAM1,Shyam Rao Nagar,17.40836,78.45076,
SPNAG1,S.P. Nagar,17.46537,78.56234,"S.P. Nagar, ECIL Main Road, Mehdi Jung Colony, Moula Ali, Secunderabad"
SPNAG2,S.P. Nagar,17.46569,78.56233,"S.P. Nagar, ECIL Main Road, Mehdi Jung Colony, Moula Ali, Secunderabad"
SRIRA1,Sri Ram Nagar Colony,17.48403,78.56547,
SRIRA2,Sriram Nagar Colony,17.4842,78.56541,
SRISA1,Sri Sai Nagar,17.5069,78.3037,
SRISA2,Sri Sai Nagar,17.50715,78.30405,
SRNAG1,S R Nagar Bus Stop,17.44293,78.44065,
SRNAG2,SR Nagar Bus Stop,17.44087,78.44224,
SRNAG3,SR Nagar Bus Stop,17.44046,78.44252,
SRNAG4,S R Nagar Bus Stop,17.44008,78.44243,
SRNAG5,SR Nagar,17.44018,78.44271,
SRNAG6,S R Nagar,17.44293,78.44065,
STANN1,St. Anns School,17.49295,78.31051,
SUCHI1,Suchitra Circle,17.49946,78.47683,
SUCHI2,Suchitra Bus Stop,17.50513,78.47886,
SULTA1,Sultan Bazar,17.38873,78.48577,"Sultan Bazar Juction Road, Ramkoti, Sultan Bazar, Koti, Hyderabad"
SUMIT1,Sumithra Nagar Bus Stop,17.48967,78.40808,
SUMIT2,Sumithra Nagar Bus Stop,17.48917,78.40888,
SUMIT3,Sumithra Nagar Bus Stop,17.4897,78.40812,
SUMIT4,Sumithra Nagar,17.48967,78.40808,
SUMIT5,Sumithra Nagar,17.48921,78.40892,
SUMIT6,Sumithra Nagar,17.48917,78.40888,
SUPER1,Super Bazar Bus Stop,17.37237,78.50938,
SUPER2,Super Bazar Bus Stop,17.37201,78.50946,
SURAR1,Suraram X- Road,17.54202,78.43384,
SURAR2,Suraram X Road,17.54171,78.43367,
SURAR3,Suraram,17.54379,78.43389,
SURVE1,Survey Of India,17.40447,78.55707,
SWAPN1,Swapnalok Complex,17.44111,78.49229,
SWAPN2,Swapnalok Complex,17.44125,78.49239,
SWIMM1,Swimming Pool North,17.44325,78.49387,
SWIMM2,Swimming Pool North,17.44298,78.49396,
TADBU1,TadBund,17.45632,78.48415,
TADBU2,TadBund,17.45634,78.48404,
TADBU3,TadBund Bus Stop,17.45632,78.48415,
TAJKR1,Taj Krishna Bus Stop,17.41641,78.44875,
TAJKR2,Taj Krishna,17.41648,78.44902,
TARAM1,Taramathi Baradari,17.37669,78.3773,
TARBU1,Tar Bund,17.4564,78.48388,
TARBU2,Tar Bund Bus Stop,17.4564,78.48387,
TARNA1,Tarnaka Railway Degree College ,17.42808,78.52925,tarnaka towards mettuguda
TARNA2,Tarnaka,17.42582,78.53286,tarnaka towards mettuguda
TARNA3,Tarnaka,17.42756,78.53202,tarnaka towards mettuguda
TARNA4,Tarnaka TSRTC Hospital,17.42599,78.53024,
TARNA5,Tarnaka TSRTC,17.42598,78.53017,
TARNA6,Tarnaka,17.42756,78.53174,
TELEP1,Telephone Exchange,17.48324,78.39311,
TELEP2,Telephone Bhavan,17.40714,78.4663,telephone bhavan towards assembly
TEMPL1,Temple,17.49989,78.29901,
TEMPL2,Temple,17.49982,78.29864,
TIPPU1,Tippu Khan Bridge,17.37336,78.40529,
UNANI1,Unani Hospital,17.46271,78.56102,
UNITE1,United Church,17.49941,78.30835,
UPPAL1,Uppal Circle,17.40135,78.5597,
UPPAL2,Uppal Gandhi Statue,17.40162,78.56558,uppal gandhi statue towards uppal bus stop
UPPAL3,Uppal,17.40171,78.56878,
UPPAL4,Uppal Depot,17.40457,78.58954,uppal depot towards boduppal x road
UPPAL5,Uppal Bus Depot,17.4054,78.58918,
UPPAL6,Uppal Sub Station,17.40148,78.5624,
VAISH1,Vaishnavi Constructions Bus Stop,17.55182,78.49359,
VASAN1,Vasanth Nagar,17.4986,78.38748,
VASAN2,Vasanth Nagar,17.49693,78.39346,
VENGA1,Vengal Rao Park,17.423,78.44887,
VENGA2,Vengal Rao Park,17.42273,78.4496,
VIDHY1,Vidhya Nagar,17.40467,78.51032,
VIDYA1,Vidyanagar,17.4027,78.50993,"Osmania University Road, Ram Nagar Gundu, Adikmet, Hyderabad"
VIVEK1,Vivekanadanagar Colony RDR Hospital,17.49065,78.40744,
VIVEK2,Vivekananda Nagar Bus Stop,17.49104,78.40777,
VIVEK3,Vivekananda Nagar Bus Stop,17.49067,78.40769,
VIVEK4,Vivekanadanagar Colony RDR Hospital,17.49134,78.40662,
VIVEK5,Vivekananda Nagar,17.49104,78.40777,
VIVEK6,Vivekananda Nagar,17.49067,78.40769,vivekananda nagar towards sumithra
WATER1,Water Tank Bus Stop,17.41814,78.4489,
WATER2,Water Tank Bus stop,17.48172,78.44898,
WHITE1,White house Bus stop,17.43105,78.53524,
YASHO1,Yashoda Hospital Bus Stop,17.37406,78.49979,
YMCA01,YMCA,17.44247,78.4986,
YMCA02,YMCA,17.39571,78.49081,
YMCA03,YMCA,17.39509,78.49008,
ZTS001,ZTS,17.45544,78.55548,"Moula Ali Road, Musi Nagar, Moula Ali, Secunderabad"
ZTS002,ZTS,17.45547,78.5553,"Moula Ali Road, Musi Nagar, Moula Ali, Secunderabad"
ZYKAD1,Zyka Dhaba,17.47282,78.38774,
ZYKAD2,Zyka Dhaba,17.47312,78.3876,
